Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46184,1,Incidence,0.000032553
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46186,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46201,1,Incidence,0.000096444
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46202,1,Incidence,0.000109498
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46203,1,Incidence,0.000143863
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46204,1,Incidence,0.0002788
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46205,1,Incidence,0.00007333
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46208,1,Incidence,0.000081642
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46214,1,Incidence,0.000060685
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46216,1,Incidence,0.000030025
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46217,1,Incidence,0.000047392
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46218,1,Incidence,0.000093316
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46219,1,Incidence,0.000067199
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46220,1,Incidence,0.000028999
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46221,1,Incidence,0.000098877
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46222,1,Incidence,0.000096537
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46224,1,Incidence,0.000065011
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46225,1,Incidence,0.000155881
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46226,1,Incidence,0.000068337
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46227,1,Incidence,0.000068015
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46228,1,Incidence,0.000090863
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46229,1,Incidence,0.000051893
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46231,1,Incidence,0.00002641
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46234,1,Incidence,0.000020826
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46235,1,Incidence,0.000062889
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46236,1,Incidence,0.000028058
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46237,1,Incidence,0.00005483
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46239,1,Incidence,0.000045394
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46240,1,Incidence,0.000063673
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46241,1,Incidence,0.000074637
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46250,1,Incidence,0.000052185
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46254,1,Incidence,0.000097943
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46256,1,Incidence,0.000019343
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46259,1,Incidence,0.000027249
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46260,1,Incidence,0.000120613
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46268,1,Incidence,0.00006613
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46278,1,Incidence,0.000034498
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46280,1,Incidence,0.000025043
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,46290,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47201,1,Incidence,0.000019982
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47234,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47235,1,Incidence,0.000124597
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47240,1,Incidence,0.00003059
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47272,1,Incidence,0.000041086
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47274,1,Incidence,0.000076757
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47384,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47401,1,Incidence,0.0000066
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47433,1,Incidence,0.000007707
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47448,1,Incidence,0.000015179
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47456,1,Incidence,0.000046705
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47468,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47840,1,Incidence,0.000044427
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47868,1,Incidence,0.000022816
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47872,1,Incidence,0.000004323
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47933,1,Incidence,0.000089433
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47954,1,Incidence,0.000053705
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47968,1,Incidence,0.000177226
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2010,,,,5,17,47989,1,Incidence,0
