Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46126,1,Incidence,0.000039762
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46128,1,Incidence,0.000030358
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46130,1,Incidence,0.000034368
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46131,1,Incidence,0.000024445
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46135,1,Incidence,0.000031469
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46140,1,Incidence,0.000030562
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46142,1,Incidence,0.000047741
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46143,1,Incidence,0.000041756
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46147,1,Incidence,0.000007966
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46149,1,Incidence,0.000069346
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46150,1,Incidence,0.00004236
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46151,1,Incidence,0.000045457
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46157,1,Incidence,0.00008036
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46158,1,Incidence,0.000095737
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46160,1,Incidence,0.000009578
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46161,1,Incidence,0.000010694
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46162,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46163,1,Incidence,0.000010275
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46164,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46165,1,Incidence,0.000042197
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46166,1,Incidence,0.000059268
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46167,1,Incidence,0.000040752
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46168,1,Incidence,0.000022046
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46171,1,Incidence,0.000017742
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46172,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46175,1,Incidence,0.00011267
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46176,1,Incidence,0.000042394
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46180,1,Incidence,0.000028167
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46181,1,Incidence,0.000017077
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46182,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46184,1,Incidence,0.000028212
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46186,1,Incidence,0.000015095
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46201,1,Incidence,0.0001026
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46202,1,Incidence,0.000182497
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46203,1,Incidence,0.000150824
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46204,1,Incidence,0.00011152
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46205,1,Incidence,0.00007756
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46208,1,Incidence,0.000072365
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46214,1,Incidence,0.000047984
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46216,1,Incidence,0.000030025
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46217,1,Incidence,0.000043271
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46218,1,Incidence,0.000140475
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46219,1,Incidence,0.000057017
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46220,1,Incidence,0.000031521
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46221,1,Incidence,0.000097868
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46222,1,Incidence,0.000088068
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46224,1,Incidence,0.000053434
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46225,1,Incidence,0.000147221
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46226,1,Incidence,0.000077035
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46227,1,Incidence,0.000103554
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46228,1,Incidence,0.000109881
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46229,1,Incidence,0.000061159
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46231,1,Incidence,0.000040816
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46234,1,Incidence,0.00003471
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46235,1,Incidence,0.000077461
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46236,1,Incidence,0.000029993
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46237,1,Incidence,0.000082245
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46239,1,Incidence,0.000039342
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46240,1,Incidence,0.000047755
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46241,1,Incidence,0.000063086
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46250,1,Incidence,0.000052185
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46254,1,Incidence,0.00009719
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46256,1,Incidence,0.000027633
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46259,1,Incidence,0.000037729
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46260,1,Incidence,0.000138556
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46268,1,Incidence,0.000102569
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46278,1,Incidence,0.000027598
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46280,1,Incidence,0.000050087
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46290,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47201,1,Incidence,0.000014987
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47234,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47235,1,Incidence,0.000035599
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47240,1,Incidence,0.000050056
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47272,1,Incidence,0.000013695
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47274,1,Incidence,0.000025235
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47384,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47401,1,Incidence,0.0000033
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47433,1,Incidence,0.000015415
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47448,1,Incidence,0.000020239
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47456,1,Incidence,0.000023352
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47468,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47840,1,Incidence,0.000022213
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47868,1,Incidence,0.000011408
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47872,1,Incidence,0.000034585
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47933,1,Incidence,0.000057735
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47954,1,Incidence,0.000026852
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47968,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47989,1,Incidence,0.00004236
