Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46164,1,Incidence,0.000059885
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46165,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46166,1,Incidence,0.000035561
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46167,1,Incidence,0.000025933
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46168,1,Incidence,0.000012025
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46171,1,Incidence,0.000035484
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46172,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46175,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46176,1,Incidence,0.000039133
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46180,1,Incidence,0.000028167
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46181,1,Incidence,0.000017077
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46182,1,Incidence,0.00003426
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46184,1,Incidence,0.000028212
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46186,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46201,1,Incidence,0.000053352
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46202,1,Incidence,0.000046928
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46203,1,Incidence,0.000099003
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46204,1,Incidence,0.00005576
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46205,1,Incidence,0.00007756
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46208,1,Incidence,0.000096487
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46214,1,Incidence,0.000053629
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46216,1,Incidence,0.000030025
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46217,1,Incidence,0.000023696
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46218,1,Incidence,0.000072244
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46219,1,Incidence,0.000042763
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46220,1,Incidence,0.000031521
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46221,1,Incidence,0.000066591
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46222,1,Incidence,0.000073673
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46224,1,Incidence,0.0000472
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46225,1,Incidence,0.00012557
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46226,1,Incidence,0.000057776
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46227,1,Incidence,0.00008027
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46228,1,Incidence,0.000063393
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46229,1,Incidence,0.000037066
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46231,1,Incidence,0.000024009
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46234,1,Incidence,0.000032396
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46235,1,Incidence,0.000047551
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46236,1,Incidence,0.00002322
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46237,1,Incidence,0.000045939
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46239,1,Incidence,0.000035307
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46240,1,Incidence,0.000065947
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46241,1,Incidence,0.00006042
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46250,1,Incidence,0.00003479
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46254,1,Incidence,0.000082122
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46256,1,Incidence,0.000040068
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46259,1,Incidence,0.000027249
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46260,1,Incidence,0.00012161
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46268,1,Incidence,0.000102569
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46278,1,Incidence,0.000044847
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46280,1,Incidence,0.000045078
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,46290,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47201,1,Incidence,0.000003568
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47234,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47235,1,Incidence,0.000071198
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47240,1,Incidence,0.000005562
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47272,1,Incidence,0.000054782
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47274,1,Incidence,0.000048368
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47384,1,Incidence,0.000034082
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47401,1,Incidence,0.0000033
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47433,1,Incidence,0.000015415
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47448,1,Incidence,0.00000506
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47456,1,Incidence,0.000046705
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47468,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47840,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47868,1,Incidence,0.000057041
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47872,1,Incidence,0.000012969
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47933,1,Incidence,0.000054339
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47954,1,Incidence,0.000053705
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47968,1,Incidence,0.000088613
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2011,,,,5,17,47989,1,Incidence,0.00004236
