Endpoint Group,Endpoint,Year,Race,Gender,Ethnicity,Start Age,End Age,Column,Row,Type,Value
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46126,1,Incidence,0.000039762
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46128,1,Incidence,0.000030358
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46130,1,Incidence,0.000034368
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46131,1,Incidence,0.000026326
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46135,1,Incidence,0.000035171
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46140,1,Incidence,0.000033618
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46142,1,Incidence,0.000049651
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46143,1,Incidence,0.000045097
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46147,1,Incidence,0.000015931
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46149,1,Incidence,0.000083215
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46150,1,Incidence,0.00004236
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46151,1,Incidence,0.000049325
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46157,1,Incidence,0.00008036
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46158,1,Incidence,0.000101954
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46160,1,Incidence,0.000009578
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46161,1,Incidence,0.000010694
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46162,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46163,1,Incidence,0.000014386
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46164,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46165,1,Incidence,0.000042197
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46166,1,Incidence,0.000059268
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46167,1,Incidence,0.000040752
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46168,1,Incidence,0.000025053
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46171,1,Incidence,0.000017742
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46172,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46175,1,Incidence,0.00011267
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46176,1,Incidence,0.000048916
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46180,1,Incidence,0.000028167
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46181,1,Incidence,0.000017077
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46182,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46184,1,Incidence,0.000028212
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46186,1,Incidence,0.000030191
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46201,1,Incidence,0.000106704
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46202,1,Incidence,0.000187711
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46203,1,Incidence,0.000156239
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46204,1,Incidence,0.00022304
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46205,1,Incidence,0.00007756
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46208,1,Incidence,0.000076076
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46214,1,Incidence,0.000049395
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46216,1,Incidence,0.000030025
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46217,1,Incidence,0.000046362
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46218,1,Incidence,0.000148502
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46219,1,Incidence,0.000062108
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46220,1,Incidence,0.000034043
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46221,1,Incidence,0.000100895
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46222,1,Incidence,0.000090609
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46224,1,Incidence,0.000058777
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46225,1,Incidence,0.000151551
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46226,1,Incidence,0.000078277
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46227,1,Incidence,0.000107231
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46228,1,Incidence,0.000116221
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46229,1,Incidence,0.000063939
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46231,1,Incidence,0.000040816
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46234,1,Incidence,0.000037024
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46235,1,Incidence,0.000078995
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46236,1,Incidence,0.000033863
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46237,1,Incidence,0.000086691
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46239,1,Incidence,0.000041359
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46240,1,Incidence,0.000052303
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46241,1,Incidence,0.000069306
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46250,1,Incidence,0.00005467
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46254,1,Incidence,0.000100957
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46256,1,Incidence,0.000027633
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46259,1,Incidence,0.000039826
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46260,1,Incidence,0.00014354
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46268,1,Incidence,0.000102569
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46278,1,Incidence,0.000027598
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46280,1,Incidence,0.000050087
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,46290,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47201,1,Incidence,0.000018555
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47234,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47235,1,Incidence,0.000035599
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47240,1,Incidence,0.000050056
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47272,1,Incidence,0.000027391
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47274,1,Incidence,0.000029441
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47384,1,Incidence,0.000011361
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47401,1,Incidence,0.0000044
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47433,1,Incidence,0.000015415
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47448,1,Incidence,0.000020239
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47456,1,Incidence,0.000023352
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47468,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47840,1,Incidence,0.000022213
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47868,1,Incidence,0.000011408
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47872,1,Incidence,0.000034585
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47933,1,Incidence,0.000061132
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47954,1,Incidence,0.000026852
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47968,1,Incidence,0
"Emergency Room Visits, Respiratory","Emergency Room Visits, Asthma",2009,,,,5,17,47989,1,Incidence,0.00004236
